Case ID,Change Hours,Assigned
313529,False,TRUE
313531,False,TRUE
313533,False,TRUE
313535,False,TRUE
313537,False,TRUE
313539,False,TRUE
313541,False,FALSE
313544,False,TRUE
313546,False,TRUE
313548,False,TRUE
313550,False,TRUE
313552,False,TRUE
313554,False,TRUE
313556,False,TRUE
313558,False,TRUE
313560,False,TRUE
313562,False,TRUE
313564,False,TRUE
313566,False,TRUE
313568,False,TRUE
313570,False,TRUE
313572,False,TRUE
313574,False,TRUE
313576,False,TRUE
313578,False,TRUE
313580,False,TRUE
313582,False,TRUE
313584,False,TRUE
313586,False,FALSE
313589,False,TRUE
313591,False,TRUE
313593,False,TRUE
313595,False,TRUE
313597,False,TRUE
313600,False,TRUE
313602,False,TRUE
313605,False,TRUE
313607,False,TRUE
313609,False,TRUE
313611,False,TRUE
313613,False,FALSE
313615,False,TRUE
313617,False,TRUE
313619,False,TRUE
313621,False,TRUE
313623,False,TRUE
313625,False,TRUE
313627,False,TRUE
313630,False,TRUE
313632,False,TRUE
313634,False,TRUE
313636,False,TRUE
313638,False,TRUE
313640,False,TRUE
313642,False,TRUE
313644,False,TRUE
313646,False,TRUE
313648,False,TRUE
313650,False,TRUE
313652,False,TRUE
313654,False,TRUE
313656,False,TRUE
313658,False,TRUE
313660,False,TRUE
313662,False,TRUE
313664,False,TRUE
313666,False,TRUE
313668,False,TRUE
313670,False,TRUE
313672,False,TRUE
313674,False,TRUE
313676,False,TRUE
313678,False,TRUE
313680,False,TRUE
313682,False,TRUE
313684,False,TRUE
313686,False,TRUE
313689,False,TRUE
313691,False,TRUE
313693,False,TRUE
313697,False,TRUE
313698,False,TRUE
313702,False,TRUE
313704,False,TRUE
313706,False,TRUE
313708,False,TRUE
313712,False,FALSE
313714,False,TRUE
313716,False,TRUE
313717,False,TRUE
313721,False,TRUE
313723,False,TRUE
313725,False,TRUE
313727,False,TRUE
313729,False,TRUE
313732,False,TRUE
313736,False,TRUE
313738,False,TRUE
313740,False,TRUE
313742,False,TRUE
313745,False,TRUE
313747,False,TRUE
313750,False,TRUE
313752,False,TRUE
313754,False,TRUE
313756,False,TRUE
313759,False,TRUE
313761,False,TRUE
313763,False,TRUE
313766,False,TRUE
313768,False,TRUE
313771,False,TRUE
313775,False,TRUE
313777,False,TRUE
313779,False,TRUE
313781,False,TRUE
313784,False,TRUE
313786,False,TRUE
313788,False,TRUE
313790,False,TRUE
313792,False,TRUE
313794,False,TRUE
313796,False,TRUE
313798,False,TRUE
313801,False,TRUE
313804,False,TRUE
313806,False,TRUE
313808,False,TRUE
313810,False,TRUE
313812,False,TRUE
313814,False,FALSE
313817,False,TRUE
313819,False,TRUE
313821,False,TRUE
313823,False,TRUE
313826,False,TRUE
313828,False,TRUE
313830,False,TRUE
313832,False,TRUE
313834,False,TRUE
313836,False,TRUE
313839,False,TRUE
313841,False,TRUE
313843,False,TRUE
313846,False,TRUE
313848,False,TRUE
313849,False,TRUE
313852,False,TRUE
313854,False,TRUE
313856,False,TRUE
313858,False,TRUE
313860,False,TRUE
313862,False,TRUE
313866,False,TRUE
313868,False,TRUE
313871,False,TRUE
313874,False,TRUE
313875,False,TRUE
313879,False,TRUE
313881,False,TRUE
313883,False,TRUE
313885,False,TRUE
313887,False,TRUE
313890,False,TRUE
313892,False,TRUE
313896,False,TRUE
313899,False,TRUE
313901,False,TRUE
313903,False,TRUE
313905,False,TRUE
313907,False,TRUE
314005,False,TRUE
314007,False,TRUE
314009,False,TRUE
314012,False,TRUE
314014,False,TRUE
314016,False,TRUE
314018,False,TRUE
314020,False,TRUE
314022,False,TRUE
314024,False,TRUE
314026,False,TRUE
314028,False,TRUE
314030,False,TRUE
314032,False,TRUE
314034,False,TRUE
314036,False,TRUE
314038,False,TRUE
314040,False,TRUE
314042,False,TRUE
314044,False,TRUE
314046,False,TRUE
314048,False,TRUE
314050,False,TRUE
314052,False,TRUE
314054,False,TRUE
314056,False,TRUE
314058,False,TRUE
314060,False,TRUE
314062,False,TRUE
314064,False,TRUE
314066,False,TRUE
314068,False,TRUE
314070,False,TRUE
314072,False,TRUE
314074,False,TRUE
314076,False,TRUE
314078,False,TRUE
314080,False,TRUE
314082,False,TRUE
314085,False,TRUE
314087,False,TRUE
